,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction
0,2023-03-01,159697,2861396,18.05,18.05,17.85,18.05,0.0,178
1,2023-03-02,190528,3421348,18.05,18.1,17.85,18.05,0.0,166
2,2023-03-03,305065,5456312,18.05,18.1,17.8,17.95,-0.1,229
3,2023-03-06,314173,5600068,18.0,18.0,17.7,17.85,-0.1,220
4,2023-03-07,92421,1651417,17.8,18.0,17.8,18.0,0.15,111
5,2023-03-08,137326,2464622,18.0,18.05,17.85,18.0,0.0,119
6,2023-03-09,85657,1535854,18.05,18.05,17.9,17.95,-0.05,132
7,2023-03-10,150652,2685281,18.0,18.0,17.75,17.95,0.0,148
8,2023-03-13,157350,2791981,17.95,17.95,17.55,17.95,0.0,195
9,2023-03-14,109039,1945146,17.95,17.95,17.7,17.95,0.0,92
10,2023-03-15,298952,5321364,18.0,18.0,17.7,17.95,0.0,258
11,2023-03-16,445523,7849395,17.95,17.95,17.5,17.5,-0.45,236
12,2023-03-17,55152,973874,17.7,17.75,17.55,17.75,0.25,62
13,2023-03-20,131043,2320574,17.75,17.8,17.65,17.8,0.05,100
14,2023-03-21,98963,1754500,17.8,17.85,17.65,17.85,0.05,266
15,2023-03-22,76830,1367640,17.85,17.9,17.7,17.9,0.05,177
16,2023-03-23,140028,2486290,17.9,17.9,17.7,17.8,-0.1,208
17,2023-03-24,42580,758654,17.85,17.85,17.75,17.85,0.05,153
18,2023-03-27,87006,1543607,17.85,17.85,17.7,17.8,-0.05,195
19,2023-03-28,72670,1287036,17.8,17.8,17.65,17.75,-0.05,158
20,2023-03-29,26281,466872,17.8,17.8,17.7,17.8,0.05,98
21,2023-03-30,110473,1965286,17.9,17.9,17.7,17.85,0.05,112
22,2023-03-31,78506,1396316,17.75,17.85,17.7,17.85,0.0,115
23,2023-04-06,63534,1132568,17.9,17.9,17.75,17.85,0.0,351
24,2023-04-07,126099,2241927,17.9,17.9,17.7,17.9,0.05,173
25,2023-04-10,115304,2054400,17.9,17.9,17.7,17.9,0.0,284
26,2023-04-11,249337,4436989,17.9,17.9,17.7,17.9,0.0,353
27,2023-04-12,382864,6792443,17.9,17.9,17.7,17.75,-0.15,238
28,2023-04-13,98892,1746218,17.7,17.7,17.6,17.7,-0.05,84
29,2023-04-14,113473,2011293,17.75,17.8,17.6,17.8,0.1,103
30,2023-04-17,69477,1236485,17.75,17.85,17.75,17.85,0.05,64
31,2023-04-18,143195,2535483,17.9,17.9,17.65,17.7,-0.15,103
32,2023-04-19,145410,2573884,17.8,17.85,17.6,17.75,0.05,95
33,2023-04-20,39261,697327,17.8,17.8,17.65,17.8,0.05,39
34,2023-04-21,169020,2979847,17.85,17.85,17.55,17.7,-0.1,90
35,2023-04-24,42595,754241,17.7,17.8,17.65,17.75,0.05,43
36,2023-04-25,181337,3184003,17.85,17.85,17.4,17.45,-0.3,84
37,2023-04-26,51113,892077,17.55,17.55,17.4,17.5,0.05,37
38,2023-04-27,62262,1083154,17.55,17.55,17.3,17.45,-0.05,54
39,2023-04-28,57832,1009307,17.5,17.5,17.4,17.5,0.05,56
40,2023-05-02,193191,3326368,17.5,17.5,17.1,17.35,-0.15,141
41,2023-05-03,168985,2884465,17.35,17.35,17.0,17.0,-0.35,129
42,2023-05-04,407127,6797564,17.0,17.05,16.3,16.6,-0.4,217
43,2023-05-05,117296,1963540,16.65,16.85,16.6,16.85,0.25,74
44,2023-05-08,41015,692898,17.0,17.0,16.8,16.85,0.0,28
45,2023-05-09,110013,1832374,16.85,16.85,16.6,16.7,-0.15,60
46,2023-05-10,67310,1118472,16.75,16.75,16.5,16.7,0.0,48
47,2023-05-11,65008,1075030,16.9,16.9,16.45,16.5,-0.2,55
48,2023-05-12,104010,1720265,16.5,16.6,16.45,16.6,0.1,67
49,2023-05-15,142208,2361732,16.6,16.7,16.55,16.7,0.1,74
50,2023-05-16,42878,721260,16.7,16.9,16.7,16.85,0.15,36
51,2023-05-17,76081,1288967,16.85,17.05,16.75,17.05,0.2,60
52,2023-05-18,75036,1282858,17.05,17.2,16.95,17.2,0.15,68
53,2023-05-19,114162,1963385,17.2,17.3,17.1,17.3,0.1,78
54,2023-05-22,36918,640707,17.35,17.45,17.25,17.35,0.05,51
55,2023-05-23,91651,1582521,17.4,17.4,17.15,17.4,0.05,91
56,2023-05-24,110008,1905536,17.45,17.45,17.25,17.45,0.05,72
57,2023-05-25,37997,657958,17.45,17.45,17.25,17.4,-0.05,44
58,2023-05-26,167788,2904922,17.4,17.45,17.2,17.4,0.0,119
59,2023-05-29,158687,2746606,17.45,17.45,17.2,17.45,0.05,87
60,2023-05-30,183417,3172873,17.45,17.45,17.2,17.35,-0.1,106
61,2023-05-31,163102,2828061,17.35,17.45,17.25,17.45,0.1,93
62,2023-06-01,202221,3506463,17.45,17.45,17.25,17.45,0.0,142
63,2023-06-02,132534,2300232,17.45,17.45,17.3,17.4,-0.05,95
64,2023-06-05,319959,5551686,17.4,17.45,17.3,17.45,0.05,204
65,2023-06-06,322020,5605145,17.4,17.55,17.3,17.45,0.0,183
66,2023-06-07,157523,2754553,17.65,17.65,17.45,17.5,0.05,96
67,2023-06-08,148239,2600916,17.5,17.7,17.5,17.6,0.1,92
68,2023-06-09,74935,1326450,17.7,17.75,17.65,17.75,0.15,59
69,2023-06-12,147155,2611148,17.8,17.85,17.65,17.8,0.05,107
70,2023-06-13,197004,3490759,17.8,17.85,17.65,17.8,0.0,141
71,2023-06-14,164796,2900583,17.45,17.85,17.45,17.7,0.0,137
72,2023-06-15,86211,1524249,17.8,17.8,17.6,17.75,0.05,99
73,2023-06-16,88090,1557231,17.8,17.8,17.6,17.75,0.0,86
74,2023-06-19,117572,2081039,17.75,17.75,17.6,17.75,0.0,155
75,2023-06-20,165105,2929726,17.75,17.8,17.65,17.8,0.05,168
76,2023-06-21,242612,4324837,17.8,18.0,17.7,18.0,0.2,193
77,2023-06-26,56479,1008432,18.0,18.0,17.8,17.85,-0.15,67
78,2023-06-27,51171,910676,17.9,17.9,17.75,17.85,0.0,54
79,2023-06-28,24698,439810,17.7,17.85,17.7,17.85,0.0,28
80,2023-06-29,38377,684399,17.9,17.9,17.8,17.85,0.0,40
81,2023-06-30,113553,2027444,17.85,17.9,17.85,17.9,0.05,39
82,2023-07-03,90662,1617905,17.9,17.9,17.8,17.85,-0.05,94
83,2023-07-04,106939,1902903,18.0,18.0,17.7,17.8,-0.05,98
84,2023-07-05,110690,1970411,17.75,17.9,17.75,17.85,0.05,79
85,2023-07-06,104368,1847831,17.9,17.9,17.6,17.65,-0.2,75
86,2023-07-07,208515,3632881,17.55,17.6,17.2,17.55,-0.1,103
87,2023-07-10,102326,1809934,17.6,17.85,17.55,17.65,0.1,87
88,2023-07-11,395161,6907210,17.8,17.8,17.4,17.45,-0.2,230
89,2023-07-12,306108,5321724,17.55,17.55,17.3,17.5,0.05,191
90,2023-07-13,255053,4446374,17.55,17.7,17.3,17.5,0.0,171
91,2023-07-14,340724,5920052,17.6,17.6,17.3,17.55,0.05,206
