,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction
0,2023-03-01,454077,7812501,17.15,17.25,17.15,17.2,-0.1,267
1,2023-03-02,339536,5841840,17.3,17.3,17.15,17.25,0.05,183
2,2023-03-03,330206,5671094,17.3,17.3,17.1,17.15,-0.1,191
3,2023-03-06,455132,7890830,17.2,17.45,17.2,17.35,0.2,307
4,2023-03-07,424159,7403165,17.45,17.55,17.4,17.55,0.2,288
5,2023-03-08,501251,8786961,17.6,17.6,17.45,17.6,0.05,325
6,2023-03-09,480299,8401817,17.7,17.7,17.35,17.35,-0.25,312
7,2023-03-10,827280,14170957,17.25,17.25,17.05,17.05,-0.3,476
8,2023-03-13,860048,14619714,17.0,17.15,16.85,17.15,0.1,391
9,2023-03-14,371352,6320918,17.1,17.1,16.95,17.05,-0.1,266
10,2023-03-15,609011,10372911,17.25,17.25,16.9,17.0,-0.05,400
11,2023-03-16,1061172,17736551,16.85,16.9,16.6,16.7,-0.3,642
12,2023-03-17,222368,3737869,16.75,16.85,16.7,16.85,0.15,141
13,2023-03-20,398462,6697014,17.0,17.0,16.75,16.8,-0.05,225
14,2023-03-21,598616,10251963,17.0,17.25,16.9,17.2,0.4,330
15,2023-03-22,377991,6516023,17.2,17.3,17.2,17.25,0.05,236
16,2023-03-23,216268,3733387,17.2,17.3,17.2,17.3,0.05,139
17,2023-03-24,335780,5775112,17.3,17.3,17.15,17.2,-0.1,181
18,2023-03-27,446688,7626013,17.2,17.2,17.0,17.1,-0.1,244
19,2023-03-28,231626,3949820,17.05,17.1,17.0,17.05,-0.05,154
20,2023-03-29,269977,4585472,17.0,17.1,16.9,17.05,0.0,200
21,2023-03-30,302951,5154494,17.05,17.1,16.95,17.05,0.0,168
22,2023-03-31,212423,3629924,17.05,17.15,17.05,17.1,0.05,127
23,2023-04-06,457118,7867767,17.2,17.3,17.1,17.2,0.1,287
24,2023-04-07,415199,7108198,17.25,17.25,17.05,17.15,-0.05,303
25,2023-04-10,234950,4017063,17.2,17.2,17.05,17.15,0.0,142
26,2023-04-11,287571,4931761,17.15,17.2,17.1,17.15,0.0,191
27,2023-04-12,591981,10149554,17.15,17.3,17.05,17.2,0.05,289
28,2023-04-13,1022257,17660153,17.3,17.5,17.15,17.2,0.0,488
29,2023-04-14,714886,12311069,17.2,17.3,17.15,17.2,0.0,298
30,2023-04-17,978358,16900882,17.2,17.45,17.15,17.4,0.2,449
31,2023-04-18,999730,17231972,17.4,17.4,17.15,17.2,-0.2,420
32,2023-04-19,865714,14902413,17.2,17.3,17.15,17.25,0.05,366
33,2023-04-20,501933,8612189,17.3,17.3,17.1,17.15,-0.1,263
34,2023-04-21,941364,16009411,17.1,17.15,16.8,16.95,-0.2,464
35,2023-04-24,554573,9408623,16.95,17.1,16.9,17.05,0.1,257
36,2023-04-25,616664,10457272,17.15,17.15,16.9,17.0,-0.05,314
37,2023-04-26,595100,10180666,17.0,17.25,17.0,17.2,0.2,345
38,2023-04-27,312834,5332492,17.2,17.2,17.0,17.1,-0.1,228
39,2023-04-28,1599615,26872603,16.85,16.9,16.6,16.9,-0.2,774
40,2023-05-02,1665008,27763523,16.9,16.9,16.55,16.6,-0.3,1076
41,2023-05-03,1407288,23121742,16.6,16.6,16.35,16.4,-0.2,740
42,2023-05-04,385766,6349715,16.4,16.55,16.35,16.5,0.1,272
43,2023-05-05,487048,8020692,16.5,16.6,16.4,16.6,0.1,302
44,2023-05-08,488711,8065540,16.6,16.6,16.45,16.5,-0.1,369
45,2023-05-09,486899,8013141,16.55,16.6,16.4,16.45,-0.05,251
46,2023-05-10,601505,9864714,16.45,16.5,16.35,16.4,-0.05,314
47,2023-05-11,1541525,25057398,16.4,16.4,16.2,16.25,-0.15,624
48,2023-05-12,649262,10512909,16.35,16.35,16.15,16.25,0.0,350
49,2023-05-15,956682,15412380,16.2,16.2,16.05,16.2,-0.05,542
50,2023-05-16,907522,14716465,16.15,16.3,16.1,16.3,0.1,402
51,2023-05-17,1462104,24020649,16.25,16.6,16.25,16.5,0.2,950
52,2023-05-18,1137824,18811659,16.5,16.65,16.45,16.5,0.0,421
53,2023-05-19,864893,14169155,16.5,16.5,16.3,16.35,-0.15,380
54,2023-05-22,502772,8233637,16.4,16.45,16.35,16.45,0.1,228
55,2023-05-23,409107,6746955,16.45,16.55,16.4,16.55,0.1,218
56,2023-05-24,624567,10332116,16.5,16.65,16.45,16.6,0.05,318
57,2023-05-25,660231,10872616,16.6,16.6,16.4,16.4,-0.2,256
58,2023-05-26,378349,6170907,16.4,16.4,16.25,16.3,-0.1,247
59,2023-05-29,611775,9962191,16.3,16.35,16.25,16.25,-0.05,313
60,2023-05-30,773053,12573973,16.3,16.35,16.2,16.3,0.05,256
61,2023-05-31,988517,16159208,16.3,16.5,16.25,16.5,0.2,459
62,2023-06-01,853583,13888511,16.5,16.5,16.2,16.25,-0.25,488
63,2023-06-02,831650,13552935,16.25,16.35,16.25,16.3,0.05,343
64,2023-06-05,859628,14087202,16.3,16.5,16.3,16.45,0.15,383
65,2023-06-06,965276,15758129,16.45,16.45,16.25,16.35,-0.1,447
66,2023-06-07,1328067,21718872,16.35,16.4,16.3,16.35,0.0,554
67,2023-06-08,756581,12341564,16.35,16.4,16.3,16.3,-0.05,355
68,2023-06-09,1138729,18609718,16.35,16.4,16.3,16.35,0.05,458
69,2023-06-12,1197673,19466312,16.35,16.35,16.2,16.25,-0.1,587
70,2023-06-13,1039115,16891436,16.25,16.35,16.2,16.25,0.0,423
71,2023-06-14,1133646,18391094,16.35,16.35,16.15,16.25,0.0,479
72,2023-06-15,1477587,24016274,16.25,16.35,16.2,16.25,0.0,368
73,2023-06-16,1398912,22738854,16.25,16.3,16.2,16.2,-0.05,455
74,2023-06-19,632268,10276128,16.25,16.3,16.2,16.3,0.1,286
75,2023-06-20,676625,11002151,16.3,16.3,16.2,16.25,-0.05,300
76,2023-06-21,930367,15137854,16.25,16.35,16.25,16.3,0.05,391
77,2023-06-26,714943,11684503,16.3,16.4,16.3,16.4,0.1,229
