,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction
0,2023-03-01,501775,8336885,16.95,16.95,16.5,16.5,-0.45,316
1,2023-03-02,473863,7824743,16.5,16.6,16.4,16.55,0.05,273
2,2023-03-03,242996,4033212,16.65,16.7,16.55,16.65,0.1,167
3,2023-03-06,419316,7010301,16.75,16.8,16.65,16.65,0.0,235
4,2023-03-07,470739,7912569,16.7,16.9,16.65,16.9,0.25,262
5,2023-03-08,233019,3914336,16.85,16.9,16.7,16.85,-0.05,183
6,2023-03-09,327688,5481971,16.85,16.9,16.65,16.65,-0.2,205
7,2023-03-10,493074,8146932,16.65,16.65,16.45,16.45,-0.2,336
8,2023-03-13,479388,7851855,16.3,16.6,16.15,16.6,0.15,264
9,2023-03-14,342237,5618101,16.45,16.55,16.35,16.35,-0.25,193
10,2023-03-15,636481,10359584,16.5,16.5,16.1,16.2,-0.15,369
11,2023-03-16,940472,14872378,16.05,16.1,15.65,15.7,-0.5,540
12,2023-03-17,391371,6173154,15.85,15.85,15.7,15.7,0.0,262
13,2023-03-20,500599,7891347,15.7,15.85,15.7,15.85,0.15,281
14,2023-03-21,506437,8077879,15.9,16.05,15.85,16.0,0.15,271
15,2023-03-22,493718,7909468,16.05,16.1,15.95,16.0,0.0,236
16,2023-03-23,195183,3129269,16.0,16.1,15.9,16.0,0.0,148
17,2023-03-24,269120,4311913,16.1,16.15,15.95,15.95,-0.05,173
18,2023-03-27,335146,5368469,16.0,16.1,15.9,16.0,0.05,227
19,2023-03-28,180502,2888300,16.1,16.1,15.95,16.0,0.0,129
20,2023-03-29,226975,3625844,16.05,16.05,15.9,15.95,-0.05,137
21,2023-03-30,172193,2748659,16.0,16.0,15.9,16.0,0.05,112
22,2023-03-31,292199,4667282,16.0,16.1,15.9,16.0,0.0,158
23,2023-04-06,428365,6825050,16.0,16.0,15.85,16.0,0.0,133
24,2023-04-07,141764,2263871,15.95,16.0,15.95,16.0,0.0,134
25,2023-04-10,214174,3419714,16.0,16.0,15.9,16.0,0.0,146
26,2023-04-11,374766,6031241,16.0,16.15,15.95,16.15,0.15,227
27,2023-04-12,377444,6096696,16.2,16.2,16.1,16.15,0.0,247
28,2023-04-13,358144,5803142,16.25,16.25,16.1,16.2,0.05,205
29,2023-04-14,361413,5843657,16.2,16.25,16.1,16.15,-0.05,216
30,2023-04-17,448378,7223269,16.2,16.2,16.05,16.15,0.0,247
31,2023-04-18,262308,4229163,16.15,16.2,16.05,16.15,0.0,182
32,2023-04-19,527094,8517765,16.15,16.25,16.1,16.2,0.05,271
33,2023-04-20,714062,11589336,16.2,16.35,16.1,16.3,0.1,325
34,2023-04-21,1739613,28766665,16.4,16.7,16.3,16.65,0.35,937
35,2023-04-24,2267518,38500064,16.8,17.25,16.7,16.8,0.15,1197
36,2023-04-25,1276086,20924992,16.95,16.95,16.1,16.2,-0.6,680
37,2023-04-26,500272,8094046,16.15,16.4,16.0,16.35,0.15,303
38,2023-04-27,328270,5317623,16.4,16.4,16.1,16.2,-0.15,194
39,2023-04-28,340493,5528724,16.3,16.3,16.15,16.25,0.05,191
