,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction
0,2023-03-01,601524,58003224,95.0,97.6,95.0,97.6,-1.3,571
1,2023-03-02,1143796,114151278,98.7,100.5,98.4,100.5,2.9,749
2,2023-03-03,759394,76489625,102.0,102.5,99.9,100.5,0.0,689
3,2023-03-06,675663,68674214,102.0,102.5,100.5,101.5,1.0,688
4,2023-03-07,707101,71223529,102.5,102.5,100.0,100.0,-1.5,662
5,2023-03-08,454235,45524400,100.0,101.0,99.4,100.5,0.5,413
6,2023-03-09,381673,38126617,101.0,101.0,99.3,99.7,-0.8,512
7,2023-03-10,783971,76443018,99.5,99.5,96.5,96.8,-2.9,775
8,2023-03-13,492919,47144038,95.8,96.5,94.6,95.9,-0.9,512
9,2023-03-14,252304,24236625,95.6,96.4,95.5,96.2,0.3,211
10,2023-03-15,244405,23843292,96.8,98.0,96.8,97.3,1.1,247
11,2023-03-16,282243,27145751,97.3,97.3,95.6,96.0,-1.3,310
12,2023-03-17,317116,30703477,97.0,97.6,96.0,97.4,1.4,275
13,2023-03-20,260950,25635846,97.4,98.7,97.2,98.2,0.8,286
14,2023-03-21,453042,44945131,98.2,99.6,98.2,99.5,1.3,321
15,2023-03-22,277187,27608363,99.8,100.0,99.3,99.4,-0.1,318
16,2023-03-23,230855,23013978,99.2,100.5,99.0,99.5,0.1,754
17,2023-03-24,233257,23218439,99.9,100.0,99.3,99.4,-0.1,695
18,2023-03-27,241333,23973576,99.5,99.7,99.1,99.2,-0.2,825
19,2023-03-28,263507,25946811,99.4,99.7,97.7,97.8,-1.4,740
20,2023-03-29,137260,13536092,98.0,99.2,98.0,98.6,0.8,958
21,2023-03-30,1218726,123369077,99.5,103.5,99.0,102.5,3.9,1361
22,2023-03-31,2065846,217532467,103.0,107.0,103.0,105.0,2.5,1746
23,2023-04-06,641292,67022975,104.5,106.0,103.0,105.5,0.5,610
24,2023-04-07,679365,71140785,105.0,106.0,103.5,104.5,-1.0,487
25,2023-04-10,695529,73308750,105.5,107.0,104.0,107.0,2.5,704
26,2023-04-11,787011,84488188,107.0,108.5,105.5,106.5,-0.5,583
27,2023-04-12,505765,53555495,107.5,107.5,105.0,106.0,-0.5,419
28,2023-04-13,644239,67662441,106.0,106.0,104.0,105.0,-1.0,433
29,2023-04-14,458103,48592133,107.0,107.0,105.5,106.0,1.0,369
30,2023-04-17,2710326,298113202,106.5,112.5,106.0,112.0,6.0,1608
31,2023-04-18,1722706,193979496,111.0,115.0,110.5,111.5,-0.5,1267
