,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction
0,2023-12-05,3091802,90822786,30.3,30.35,28.6,29.2,0.0,1724
1,2023-12-06,2555084,76611665,28.75,30.95,28.75,30.35,1.15,1420
2,2023-12-07,1187663,36012351,30.4,30.9,29.85,30.0,-0.35,807
3,2023-12-08,1051674,30869219,30.0,30.2,28.8,28.95,-1.05,769
4,2023-12-11,1026763,29248763,29.0,29.05,27.95,28.0,-0.95,633
5,2023-12-12,297011,8382022,28.1,28.4,28.1,28.2,0.2,225
6,2023-12-13,367207,10368131,28.2,28.4,28.05,28.3,0.1,242
7,2023-12-14,509687,14608461,28.3,29.2,28.3,28.6,0.3,300
8,2023-12-15,741135,21548414,28.6,29.65,28.45,29.65,1.05,473
9,2023-12-18,724432,21764141,30.0,30.6,29.7,29.95,0.3,429
10,2023-12-19,344751,10108699,29.8,29.8,28.95,29.3,-0.65,211
11,2023-12-20,191959,5591369,29.2,29.3,29.05,29.2,-0.1,139
12,2023-12-21,282180,8107536,29.05,29.05,28.55,28.8,-0.4,192
13,2023-12-22,132031,3790560,28.8,28.8,28.65,28.65,-0.15,107
14,2023-12-25,94212,2698675,28.7,28.7,28.55,28.7,0.05,69
15,2023-12-26,297799,8571104,28.7,29.4,28.5,29.4,0.7,201
16,2023-12-27,346086,10163152,29.4,29.6,29.0,29.4,0.0,191
17,2023-12-28,155031,4543492,29.25,29.45,29.2,29.3,-0.1,111
18,2023-12-29,347860,10163339,29.35,29.4,29.0,29.4,0.1,164
19,2024-01-02,139495,4087295,29.4,29.5,29.2,29.3,-0.1,90
20,2024-01-03,150591,4381273,29.3,29.3,29.05,29.05,-0.25,96
21,2024-01-04,213702,6196283,29.0,29.1,28.9,29.0,-0.05,96
22,2024-01-05,109599,3180582,29.05,29.15,28.95,28.95,-0.05,71
23,2024-01-08,96527,2782084,29.0,29.0,28.75,28.8,-0.15,72
24,2024-01-09,94564,2715725,29.0,29.0,28.6,28.6,-0.2,65
25,2024-01-10,143532,4067940,28.6,28.6,28.2,28.2,-0.4,106
26,2024-01-11,113200,3195790,28.2,28.5,28.0,28.3,0.1,69
27,2024-01-12,184273,5285296,28.45,29.0,28.35,28.6,0.3,106
28,2024-01-15,92090,2626433,28.7,28.75,28.4,28.4,-0.2,71
29,2024-01-16,93692,2664187,28.4,28.55,28.35,28.45,0.05,71
30,2024-01-17,119000,3369850,28.4,28.45,28.2,28.25,-0.2,68
31,2024-01-18,69001,1945529,28.3,28.35,28.1,28.2,-0.05,44
32,2024-01-19,33168,937702,28.2,28.5,28.2,28.35,0.15,29
33,2024-01-22,58212,1656452,28.35,28.7,28.35,28.35,0.0,38
34,2024-01-23,116334,3335882,28.35,28.8,28.3,28.75,0.4,85
35,2024-01-24,158335,4566065,28.7,29.0,28.6,28.95,0.2,83
36,2024-01-25,121051,3526761,28.95,29.4,28.95,29.05,0.1,100
37,2024-01-26,69528,2003462,29.2,29.2,28.7,28.75,-0.3,79
38,2024-01-29,80248,2315890,28.75,29.2,28.65,28.9,0.15,50
39,2024-01-30,40414,1160158,28.9,28.9,28.5,28.75,-0.15,41
40,2024-01-31,77421,2210793,28.6,28.85,28.45,28.85,0.1,77
41,2024-02-01,145462,4198100,28.6,29.15,28.5,29.05,0.2,84
42,2024-02-02,63996,1851130,29.1,29.1,28.75,28.8,-0.25,95
43,2024-02-05,31638,911140,28.85,28.9,28.7,28.85,0.05,33
44,2024-02-15,125320,3573162,28.2,28.8,28.2,28.3,-0.55,89
45,2024-02-16,88064,2507746,28.3,28.65,28.3,28.65,0.35,65
46,2024-02-19,113159,3257230,28.65,28.95,28.65,28.95,0.3,84
47,2024-02-20,147671,4294320,29.0,29.3,28.9,29.05,0.1,103
48,2024-02-21,346808,10206126,29.4,29.65,29.2,29.5,0.45,262
49,2024-02-22,168426,4939464,29.65,29.65,29.05,29.25,-0.25,133
50,2024-02-23,135591,3948405,29.4,29.4,28.9,29.0,-0.25,109
51,2024-02-26,119269,3473602,29.0,29.25,28.95,29.0,0.0,89
52,2024-02-27,101212,2935537,29.2,29.2,28.75,29.0,0.0,73
53,2024-02-29,102606,2965455,29.0,29.2,28.8,28.9,-0.1,75
54,2024-03-01,75079,2177191,28.95,29.1,28.9,29.0,0.1,49
55,2024-03-04,276558,8119587,29.0,29.5,29.0,29.5,0.5,195
56,2024-03-05,85618,2508245,29.45,29.45,29.1,29.25,-0.25,105
57,2024-03-06,130499,3797742,29.15,29.25,29.0,29.25,0.0,83
58,2024-03-07,108164,3145970,29.4,29.4,28.95,29.15,-0.1,78
59,2024-03-08,208013,5947117,28.9,29.1,28.2,28.65,-0.5,162
60,2024-03-11,139500,3941005,28.2,28.4,28.05,28.35,-0.3,96
61,2024-03-12,52223,1481105,28.3,28.65,28.1,28.55,0.2,44
62,2024-03-13,54805,1555978,28.15,28.5,28.15,28.35,-0.2,43
63,2024-03-14,131813,3714395,28.45,28.45,28.0,28.3,-0.05,89
64,2024-03-15,67579,1895960,28.05,28.3,28.0,28.3,0.0,67
