,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction
0,2023-03-01,1001521,20117865,20.45,20.45,19.95,20.05,-0.45,641
1,2023-03-02,399817,8012269,20.05,20.2,19.95,20.0,-0.05,257
2,2023-03-03,604456,12130593,20.25,20.25,20.0,20.05,0.05,305
3,2023-03-06,485830,9789940,20.1,20.3,20.1,20.15,0.1,249
4,2023-03-07,606331,12334091,20.4,20.4,20.25,20.4,0.25,315
5,2023-03-08,812798,16711873,20.35,20.75,20.35,20.7,0.3,411
6,2023-03-09,752920,15675767,21.0,21.15,20.65,20.7,0.0,450
7,2023-03-10,322488,6567228,20.55,20.55,20.25,20.3,-0.4,289
8,2023-03-13,253273,5145500,20.4,20.45,20.1,20.45,0.15,258
9,2023-03-14,240715,4917891,20.45,20.55,20.35,20.35,-0.1,175
10,2023-03-15,311436,6361157,20.5,20.7,20.25,20.25,-0.1,210
11,2023-03-16,377046,7581813,20.35,20.35,20.0,20.1,-0.15,221
12,2023-03-17,236200,4775591,20.25,20.35,20.15,20.15,0.05,149
13,2023-03-20,393671,7987027,20.15,20.45,20.15,20.4,0.25,221
14,2023-03-21,553342,11438115,20.6,20.8,20.55,20.6,0.2,326
15,2023-03-22,223711,4609041,20.8,20.8,20.5,20.5,-0.1,206
16,2023-03-23,251561,5170311,20.5,20.65,20.4,20.55,0.05,144
17,2023-03-24,471788,9801052,20.7,20.95,20.7,20.75,0.2,291
18,2023-03-27,197915,4077463,20.75,20.75,20.5,20.55,-0.2,204
19,2023-03-28,246059,5025868,20.55,20.55,20.35,20.35,-0.2,187
20,2023-03-29,131012,2663412,20.2,20.45,20.2,20.35,0.0,142
21,2023-03-30,118414,2416129,20.4,20.6,20.35,20.35,0.0,133
22,2023-03-31,77583,1582894,20.35,20.5,20.35,20.5,0.15,184
23,2023-04-06,123747,2542319,20.65,20.65,20.5,20.55,0.05,131
24,2023-04-07,104975,2152453,20.6,20.6,20.45,20.45,-0.1,130
25,2023-04-10,107999,2206396,20.45,20.5,20.4,20.5,0.05,147
26,2023-04-11,254319,5173948,20.25,20.45,20.25,20.4,-0.1,161
27,2023-04-12,147646,3017230,20.35,20.5,20.3,20.45,0.05,126
28,2023-04-13,121728,2481956,20.35,20.45,20.35,20.4,-0.05,126
29,2023-04-14,222415,4550088,20.45,20.65,20.4,20.5,0.1,163
30,2023-04-17,229011,4689257,20.7,20.7,20.4,20.45,-0.05,169
31,2023-04-18,159437,3262652,20.45,20.55,20.4,20.45,0.0,97
32,2023-04-19,222235,4552763,20.5,20.6,20.4,20.45,0.0,167
33,2023-04-20,379662,7780053,20.55,20.65,20.4,20.4,-0.05,214
34,2023-04-21,917387,18426306,20.5,20.5,19.9,20.0,-0.4,393
35,2023-04-24,264373,5303479,20.2,20.2,20.0,20.1,0.1,165
36,2023-04-25,465300,9312605,20.2,20.35,19.8,20.35,0.25,227
37,2023-04-26,308428,6244417,20.2,20.35,20.0,20.3,-0.05,109
38,2023-04-27,419617,8542495,20.3,20.6,20.05,20.5,0.2,202
39,2023-04-28,1197602,25443002,20.6,21.8,20.6,20.85,0.35,723
40,2023-05-02,158923,3318865,21.0,21.0,20.8,20.8,-0.05,174
41,2023-05-03,112071,2317102,20.85,20.85,20.6,20.65,-0.15,147
42,2023-05-04,534722,10931466,20.5,20.85,20.2,20.75,0.1,319
43,2023-05-05,611947,12954247,20.8,21.4,20.8,21.05,0.3,428
44,2023-05-08,509799,10868653,21.05,21.7,21.05,21.25,0.2,361
45,2023-05-09,264840,5573561,21.45,21.45,20.9,21.0,-0.25,202
46,2023-05-10,91109,1912128,21.0,21.1,20.9,21.0,0.0,89
