,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction
0,2023-03-01,11453,638339,55.6,56.0,55.6,55.8,0.3,34
1,2023-03-02,16760,941718,55.8,56.5,55.8,56.3,0.5,38
2,2023-03-03,21888,1232645,56.2,56.5,56.2,56.3,0.0,47
3,2023-03-06,30743,1747890,57.6,57.6,56.3,56.8,0.5,65
4,2023-03-07,22261,1269245,57.2,57.2,56.7,57.0,0.2,38
5,2023-03-08,26924,1534200,57.0,57.0,56.9,56.9,-0.1,46
6,2023-03-09,20403,1159727,56.9,56.9,56.7,56.8,-0.1,46
7,2023-03-10,32863,1858611,57.3,57.3,56.3,56.3,-0.5,52
8,2023-03-13,17401,976491,56.3,56.3,56.0,56.1,-0.2,27
9,2023-03-14,20328,1138978,56.0,56.7,55.9,56.0,-0.1,37
10,2023-03-15,11363,635791,56.1,56.1,55.8,55.8,-0.2,26
11,2023-03-16,46236,2570871,55.9,55.9,55.3,55.7,-0.1,56
12,2023-03-17,13282,740137,55.7,55.8,55.7,55.7,0.0,19
13,2023-03-20,17297,971103,56.1,56.2,56.1,56.1,0.4,31
14,2023-03-21,15673,882983,56.1,56.6,56.1,56.4,0.3,46
15,2023-03-22,19376,1097630,56.4,56.9,56.4,56.6,0.2,42
16,2023-03-23,11980,674640,56.5,56.5,56.1,56.3,-0.3,50
17,2023-03-24,21042,1182789,56.3,56.3,56.1,56.3,0.0,37
18,2023-03-27,26703,1501557,56.3,56.3,56.2,56.2,-0.1,48
19,2023-03-28,19745,1113271,56.3,56.5,56.3,56.3,0.1,31
20,2023-03-29,14325,805829,56.3,56.3,56.1,56.3,0.0,25
21,2023-03-30,14369,808807,56.1,56.4,56.1,56.4,0.1,21
22,2023-03-31,20108,1136329,56.4,56.6,56.4,56.6,0.2,31
23,2023-04-06,22651,1283892,56.6,56.7,56.6,56.7,0.1,40
24,2023-04-07,42943,2432029,56.8,56.8,56.5,56.5,-0.2,59
25,2023-04-10,28193,1593878,56.5,56.6,56.4,56.6,0.1,36
26,2023-04-11,27331,1551356,56.6,56.9,56.6,56.7,0.1,46
27,2023-04-12,23126,1316912,57.0,57.0,56.7,56.9,0.2,50
28,2023-04-13,18398,1051566,56.9,57.5,56.9,57.3,0.4,54
29,2023-04-14,22681,1301871,57.3,57.5,57.0,57.5,0.2,78
30,2023-04-17,34484,1982441,57.5,57.7,57.1,57.6,0.1,60
31,2023-04-18,15748,907707,57.6,58.1,57.3,57.7,0.1,27
32,2023-04-19,15359,891490,59.0,59.0,57.8,57.8,0.1,45
33,2023-04-20,23949,1375107,57.9,57.9,57.3,57.3,-0.5,44
34,2023-04-21,10207,587185,57.4,57.7,57.4,57.5,0.2,25
35,2023-04-24,12706,726142,57.1,57.2,57.1,57.1,-0.4,24
36,2023-04-25,7061,402574,57.0,57.0,56.9,57.0,-0.1,32
37,2023-04-26,8688,500065,57.6,57.7,57.5,57.6,0.6,20
38,2023-04-27,17625,1018632,57.7,58.2,57.6,57.7,0.1,29
39,2023-04-28,20723,1196356,57.7,57.9,57.5,57.7,0.0,33
40,2023-05-02,24353,1412777,57.7,58.2,57.7,58.0,0.3,32
41,2023-05-03,12361,716788,57.8,58.0,57.8,58.0,0.0,20
42,2023-05-04,17892,1039178,57.8,58.3,57.7,58.2,0.2,25
43,2023-05-05,15249,889287,58.4,58.4,58.2,58.3,0.1,38
44,2023-05-08,24390,1423006,58.5,58.5,58.2,58.2,-0.1,50
45,2023-05-09,10166,594567,58.5,58.5,58.4,58.4,0.2,32
46,2023-05-10,16091,944387,58.4,59.0,58.4,58.7,0.3,38
47,2023-05-11,22417,1313072,58.8,58.8,58.4,58.6,-0.1,87
48,2023-05-12,14555,852717,58.6,58.6,58.5,58.6,0.0,35
49,2023-05-15,32372,1918465,59.4,59.5,58.6,59.1,0.5,61
50,2023-05-16,39894,2357032,59.3,59.3,58.8,58.8,-0.3,49
51,2023-05-17,22620,1336984,58.8,59.3,58.8,59.2,0.4,40
52,2023-05-18,30617,1807672,59.0,59.2,58.8,59.0,-0.2,48
53,2023-05-19,35234,2096953,59.3,59.7,59.3,59.5,0.5,56
54,2023-05-22,42876,2553664,59.5,59.6,59.5,59.5,0.0,41
55,2023-05-23,18113,1079767,59.5,59.7,59.5,59.7,0.2,19
56,2023-05-24,24848,1492598,60.0,60.2,59.9,60.1,0.4,58
57,2023-05-25,28752,1732141,60.4,60.4,60.0,60.1,0.0,45
58,2023-05-26,16579,996327,60.1,60.2,60.0,60.2,0.1,29
59,2023-05-29,23270,1398700,60.1,60.2,60.0,60.1,-0.1,33
60,2023-05-30,23161,1389256,60.2,60.2,59.8,59.8,-0.3,45
61,2023-05-31,19815,1187282,60.0,60.0,59.8,59.8,0.0,49
62,2023-06-01,17038,1018582,59.6,59.8,59.6,59.8,0.0,22
63,2023-06-02,30641,1831604,59.9,59.9,59.6,59.8,0.0,54
64,2023-06-05,22317,1338046,59.8,60.0,59.8,59.9,0.1,50
65,2023-06-06,17636,1056087,60.0,60.0,59.6,60.0,0.1,34
66,2023-06-07,20748,1245790,60.2,60.2,60.0,60.0,0.0,50
67,2023-06-08,17795,1067783,60.0,60.1,59.9,59.9,-0.1,29
68,2023-06-09,23456,1409513,60.0,60.3,60.0,60.2,0.3,32
69,2023-06-12,12083,725258,60.1,60.1,60.0,60.0,-0.2,27
70,2023-06-13,15058,904672,60.0,60.1,60.0,60.0,0.0,37
71,2023-06-14,22081,1321930,60.0,60.2,59.7,59.7,-0.3,50
72,2023-06-15,53456,3181852,59.6,59.7,59.3,59.5,-0.2,94
73,2023-06-16,47292,2800989,59.4,59.4,59.1,59.3,-0.2,83
74,2023-06-19,39585,2338413,59.3,59.3,59.0,59.0,-0.3,89
75,2023-06-20,5658,333775,58.9,59.0,58.9,59.0,0.0,27
76,2023-06-21,23653,1409171,59.0,59.9,59.0,59.9,0.9,38
77,2023-06-26,15058,900850,59.9,59.9,59.7,59.9,0.0,43
78,2023-06-27,16000,957216,59.9,59.9,59.8,59.9,0.0,33
79,2023-06-28,15164,901986,59.9,59.9,59.1,59.4,-0.5,87
80,2023-06-29,14383,856051,59.5,59.6,59.5,59.6,0.2,34
81,2023-06-30,15093,898882,59.5,59.6,59.5,59.5,-0.1,19
82,2023-07-03,28234,1677217,59.5,59.6,59.3,59.5,0.0,53
83,2023-07-04,32648,1952788,59.5,60.0,59.5,59.8,0.3,48
84,2023-07-05,16411,981276,59.8,59.8,59.7,59.7,-0.1,29
85,2023-07-06,8776,521795,59.2,59.7,59.2,59.5,-0.2,27
86,2023-07-07,4664,277225,59.5,59.5,59.3,59.3,-0.2,21
87,2023-07-10,25525,1513448,59.4,59.4,59.2,59.3,0.0,35
88,2023-07-11,9585,569621,59.4,59.5,59.3,59.3,0.0,33
89,2023-07-12,15951,944445,59.1,59.4,59.1,59.4,0.1,33
90,2023-07-13,18436,1095761,59.5,59.5,59.3,59.3,-0.1,58
91,2023-07-14,32265,1914481,59.3,59.6,59.3,59.5,0.2,55
92,2023-07-17,23307,1387655,59.4,59.8,59.3,59.6,0.1,32
93,2023-07-18,21229,1268557,59.6,59.9,59.6,59.8,0.2,52
94,2023-07-19,23673,1418874,59.8,60.0,59.8,59.9,0.1,28
95,2023-07-20,20817,1249102,60.0,60.2,59.9,59.9,0.0,38
96,2023-07-21,43917,2589952,59.9,59.9,58.0,59.6,-0.3,97
97,2023-07-24,22526,1350069,60.1,60.1,59.6,59.7,0.1,32
98,2023-07-25,28700,1721278,60.1,60.1,59.7,60.0,0.3,49
99,2023-07-26,23701,1424317,60.1,60.2,60.0,60.1,0.1,38
100,2023-07-27,34482,2074459,60.1,60.3,60.0,60.2,0.1,48
101,2023-07-28,22283,1344208,60.3,60.4,60.2,60.3,0.1,51
102,2023-07-31,80602,4883907,60.5,60.8,60.4,60.6,0.3,125
103,2023-08-01,48219,2927147,60.6,60.9,60.6,60.8,0.2,73
104,2023-08-02,134896,8204733,60.8,60.9,60.7,60.9,0.1,139
105,2023-08-04,139005,8074245,58.0,58.2,57.9,58.1,0.2,183
106,2023-08-07,68023,3982400,58.4,58.8,58.4,58.7,0.6,109
107,2023-08-08,25338,1488209,59.0,59.0,58.5,58.5,-0.2,51
108,2023-08-09,15673,928691,59.8,59.8,58.6,59.0,0.5,24
109,2023-08-10,17282,1011306,58.6,58.6,58.3,58.5,-0.5,47
110,2023-08-11,12432,725517,58.5,58.5,58.3,58.3,-0.2,36
111,2023-08-14,21869,1269228,58.2,58.2,57.9,58.0,-0.3,52
112,2023-08-15,14651,848639,58.0,58.0,57.9,57.9,-0.1,30
113,2023-08-16,12827,741302,57.9,57.9,57.6,57.7,-0.2,35
114,2023-08-17,8988,519140,57.7,57.9,57.6,57.9,0.2,28
115,2023-08-18,15159,876699,57.9,57.9,57.8,57.8,-0.1,40
116,2023-08-21,14774,871808,59.9,59.9,58.1,58.3,0.5,30
117,2023-08-22,10492,609281,58.3,58.3,58.0,58.0,-0.3,24
118,2023-08-23,7785,452489,58.0,58.2,58.0,58.1,0.1,43
119,2023-08-24,9280,538906,58.1,58.1,58.0,58.0,-0.1,97
120,2023-08-25,12903,748868,58.0,58.0,57.9,57.9,-0.1,73
121,2023-08-28,19201,1112460,58.0,58.0,57.9,57.9,0.0,28
122,2023-08-29,4553,263858,57.9,58.0,57.9,58.0,0.1,24
123,2023-08-30,7733,448673,58.0,58.0,58.0,58.0,0.0,23
124,2023-08-31,25446,1475705,58.0,58.0,57.9,57.9,-0.1,42
125,2023-09-01,15746,914158,57.8,58.1,57.8,58.1,0.2,46
126,2023-09-04,14880,863309,58.1,58.1,57.8,58.0,-0.1,37
127,2023-09-05,7513,435852,57.9,58.1,57.9,58.0,0.0,24
128,2023-09-06,16704,970315,57.9,58.2,57.9,58.1,0.1,26
129,2023-09-07,20207,1171153,58.0,58.0,57.9,57.9,-0.2,47
130,2023-09-08,17041,986269,57.8,58.0,57.8,57.8,-0.1,53
131,2023-09-11,18301,1058089,57.8,57.9,57.7,57.8,0.0,54
132,2023-09-12,5386,311105,57.8,57.8,57.7,57.7,-0.1,15
133,2023-09-13,12315,710863,57.7,57.7,57.7,57.7,0.0,49
134,2023-09-14,27943,1613802,57.7,58.0,57.7,57.8,0.1,31
135,2023-09-15,18651,1080193,57.8,58.0,57.8,58.0,0.2,38
136,2023-09-18,9477,548366,58.0,58.0,57.8,57.8,-0.2,27
137,2023-09-19,18386,1060177,57.7,57.7,57.6,57.7,-0.1,45
