,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction
0,2023-03-01,610639,602544635,975.0,1005.0,965.0,996.0,5.0,968
1,2023-03-02,415208,411390003,1010.0,1010.0,980.0,980.0,-16.0,750
2,2023-03-03,859696,835420562,995.0,1010.0,943.0,954.0,-26.0,1696
3,2023-03-06,616532,590317327,966.0,974.0,946.0,955.0,1.0,1008
4,2023-03-07,447039,427441368,958.0,967.0,945.0,961.0,6.0,685
5,2023-03-08,764588,723083830,961.0,961.0,937.0,951.0,-10.0,1376
6,2023-03-09,2185285,2268842720,1005.0,1045.0,1005.0,1045.0,94.0,2554
7,2023-03-10,3192065,3469153250,1045.0,1135.0,1025.0,1095.0,50.0,4031
8,2023-03-13,1983008,2115833555,1095.0,1095.0,1010.0,1095.0,0.0,2444
9,2023-03-14,1257545,1381658985,1080.0,1120.0,1065.0,1090.0,-5.0,1553
10,2023-03-15,1540751,1725209060,1140.0,1160.0,1075.0,1095.0,5.0,2252
11,2023-03-16,1965712,2236664980,1095.0,1175.0,1085.0,1165.0,70.0,2608
12,2023-03-17,2701560,3312442850,1190.0,1265.0,1175.0,1265.0,100.0,3685
13,2023-03-20,1416249,1781956160,1280.0,1305.0,1220.0,1260.0,-5.0,2344
14,2023-03-21,1391320,1698587055,1275.0,1285.0,1190.0,1190.0,-70.0,2090
15,2023-03-22,918055,1094951680,1215.0,1215.0,1175.0,1195.0,5.0,1381
16,2023-03-23,771605,931090955,1185.0,1235.0,1175.0,1205.0,10.0,1010
17,2023-03-24,1002143,1226700870,1220.0,1250.0,1200.0,1210.0,5.0,1353
18,2023-03-27,442902,530032655,1215.0,1220.0,1180.0,1190.0,-20.0,754
19,2023-03-28,762035,885421070,1190.0,1200.0,1140.0,1155.0,-35.0,1170
20,2023-03-29,860280,964767215,1170.0,1170.0,1095.0,1125.0,-30.0,1277
21,2023-03-30,1031265,1191894745,1145.0,1185.0,1140.0,1145.0,20.0,1312
22,2023-03-31,498447,571440245,1155.0,1160.0,1125.0,1145.0,0.0,675
23,2023-04-06,1800171,1984594245,1140.0,1145.0,1065.0,1125.0,-20.0,2186
24,2023-04-07,1152911,1339067065,1135.0,1185.0,1105.0,1175.0,50.0,1542
25,2023-04-10,1059258,1280853765,1190.0,1225.0,1185.0,1210.0,35.0,1401
26,2023-04-11,1646017,2160605635,1300.0,1330.0,1275.0,1330.0,120.0,2511
27,2023-04-12,994733,1296018810,1300.0,1325.0,1275.0,1310.0,-20.0,1518
28,2023-04-13,867865,1122768885,1295.0,1345.0,1260.0,1275.0,-35.0,1477
29,2023-04-14,1094837,1448914800,1310.0,1345.0,1300.0,1335.0,60.0,1596
30,2023-04-17,1057466,1365737900,1340.0,1340.0,1265.0,1270.0,-65.0,1818
31,2023-04-18,687741,876304385,1280.0,1295.0,1260.0,1270.0,0.0,970
32,2023-04-19,792810,991109675,1250.0,1275.0,1235.0,1240.0,-30.0,1220
33,2023-04-20,547924,676886005,1230.0,1260.0,1220.0,1225.0,-15.0,792
34,2023-04-21,1334373,1588513920,1250.0,1250.0,1160.0,1170.0,-55.0,1821
35,2023-04-24,736251,866610115,1165.0,1190.0,1150.0,1190.0,20.0,978
36,2023-04-25,1243985,1401669965,1190.0,1190.0,1095.0,1115.0,-75.0,1815
37,2023-04-26,954725,1051427355,1100.0,1125.0,1075.0,1120.0,5.0,1212
38,2023-04-27,731759,808914245,1115.0,1135.0,1075.0,1110.0,-10.0,945
39,2023-04-28,613268,692166210,1130.0,1145.0,1115.0,1135.0,25.0,799
40,2023-05-02,829207,967104210,1140.0,1190.0,1135.0,1155.0,20.0,1176
41,2023-05-03,715105,797131570,1130.0,1130.0,1095.0,1110.0,-45.0,1152
42,2023-05-04,702239,769654565,1110.0,1120.0,1085.0,1090.0,-20.0,956
43,2023-05-05,947371,1061868730,1115.0,1140.0,1080.0,1140.0,50.0,1137
44,2023-05-08,640702,732245320,1165.0,1170.0,1125.0,1125.0,-15.0,843
45,2023-05-09,476031,528054910,1130.0,1145.0,1095.0,1110.0,-15.0,777
46,2023-05-10,598378,647904960,1120.0,1120.0,1065.0,1080.0,-30.0,985
47,2023-05-11,945791,1050045755,1120.0,1125.0,1090.0,1110.0,30.0,1100
48,2023-05-12,2187434,2492330475,1120.0,1185.0,1070.0,1170.0,60.0,2646
49,2023-05-15,1183930,1386789105,1160.0,1195.0,1150.0,1160.0,-10.0,2088
50,2023-05-16,1390082,1674555210,1185.0,1230.0,1175.0,1200.0,40.0,2278
51,2023-05-17,1382726,1637897565,1200.0,1205.0,1165.0,1175.0,-25.0,1882
52,2023-05-18,1133913,1357908875,1205.0,1230.0,1170.0,1180.0,5.0,1466
53,2023-05-19,1225437,1494745940,1205.0,1245.0,1185.0,1230.0,50.0,1873
54,2023-05-22,839248,1041506200,1230.0,1260.0,1210.0,1250.0,20.0,1228
55,2023-05-23,1405246,1808689240,1275.0,1310.0,1260.0,1280.0,30.0,1955
56,2023-05-24,639318,795541550,1270.0,1275.0,1225.0,1245.0,-35.0,1177
57,2023-05-25,1005986,1250513825,1250.0,1285.0,1225.0,1225.0,-20.0,1638
58,2023-05-26,799058,996662605,1240.0,1265.0,1235.0,1245.0,20.0,1162
59,2023-05-29,1095685,1424220810,1270.0,1330.0,1265.0,1300.0,55.0,1741
60,2023-05-30,1769927,2115695705,1265.0,1265.0,1170.0,1170.0,-130.0,4093
61,2023-05-31,1145340,1329147355,1165.0,1175.0,1140.0,1175.0,5.0,1910
62,2023-06-01,542407,628691430,1180.0,1180.0,1145.0,1155.0,-20.0,1414
63,2023-06-02,559832,660733290,1180.0,1195.0,1160.0,1180.0,25.0,1064
