,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction
0,2023-03-01,318817,69806360,217.5,221.5,217.5,218.5,1.5,458
1,2023-03-02,508239,109165089,221.5,221.5,213.0,214.0,-4.5,644
2,2023-03-03,336880,72436532,217.0,217.0,213.5,213.5,-0.5,386
3,2023-03-06,216546,46790470,216.0,217.0,214.5,215.5,2.0,267
4,2023-03-07,228833,49159670,217.0,217.0,213.5,213.5,-2.0,317
5,2023-03-08,202544,43186379,211.5,216.0,210.5,216.0,2.5,340
6,2023-03-09,2276948,518102696,216.0,235.0,216.0,225.0,9.0,2425
7,2023-03-10,1297324,284621023,225.0,227.5,211.0,213.5,-11.5,2767
8,2023-03-13,883461,182088691,210.5,210.5,201.5,208.0,-5.5,1114
9,2023-03-14,307773,63726728,208.0,208.5,205.0,206.5,-1.5,371
10,2023-03-15,948953,204721404,210.0,221.0,210.0,214.5,8.0,1031
11,2023-03-16,1024976,222663839,212.5,221.5,212.5,216.0,1.5,3013
12,2023-03-17,1146420,253879362,219.5,224.0,218.0,221.5,5.5,1239
13,2023-03-20,1306110,293015518,230.0,232.0,220.5,220.5,-1.0,2851
14,2023-03-21,3220474,752779750,223.5,242.5,222.0,239.5,19.0,3792
15,2023-03-22,4960520,1234962575,242.0,256.5,240.0,251.5,12.0,7794
16,2023-03-23,1991939,499237352,254.0,254.0,247.0,249.0,-2.5,5950
17,2023-03-24,1239866,309589931,253.0,254.5,246.5,247.0,-2.0,5909
18,2023-03-27,1060017,255271608,247.0,247.0,237.5,239.5,-7.5,2688
19,2023-03-28,858366,201500118,240.0,241.5,231.5,234.5,-5.0,2643
20,2023-03-29,908921,209202124,235.0,237.5,226.5,227.5,-7.0,1757
21,2023-03-30,519517,119980165,230.5,233.5,228.0,230.0,2.5,2570
22,2023-03-31,358013,82189370,230.5,231.5,228.5,229.5,-0.5,720
23,2023-04-06,378746,86201343,229.5,231.5,225.5,227.0,-2.5,477
24,2023-04-07,696166,162486778,231.5,237.0,230.0,236.0,9.0,870
25,2023-04-10,495327,116328107,237.5,237.5,232.5,234.5,-1.5,638
26,2023-04-11,505996,119864791,234.5,239.5,233.0,236.0,1.5,638
27,2023-04-12,367024,86071782,239.0,239.0,233.0,234.5,-1.5,526
28,2023-04-13,1332920,318536437,237.0,243.5,235.0,235.0,0.5,1393
29,2023-04-14,652104,149424859,230.0,231.0,227.5,228.0,0.0,1700
30,2023-04-17,399705,92681570,233.0,234.0,228.5,233.0,5.0,419
31,2023-04-18,359941,82604352,233.0,233.0,226.5,226.5,-6.5,1098
32,2023-04-19,469785,105185708,228.5,229.5,221.0,221.5,-5.0,822
33,2023-04-20,378431,82414728,221.5,222.0,214.0,215.0,-6.5,590
34,2023-04-21,465678,98967779,216.0,219.5,209.0,210.0,-5.0,648
35,2023-04-24,283590,60100947,209.0,214.0,207.5,211.5,1.5,725
36,2023-04-25,578072,118383957,214.0,214.0,201.0,202.5,-9.0,965
37,2023-04-26,479818,95661052,201.0,203.0,196.5,201.0,-1.5,574
38,2023-04-27,228958,46160880,204.0,204.5,198.5,201.5,0.5,281
39,2023-04-28,375886,76743491,205.5,207.0,201.5,203.5,2.0,441
40,2023-05-02,376347,78262483,203.5,210.0,203.5,208.0,4.5,415
41,2023-05-03,262266,54015246,205.5,208.0,204.0,207.0,-1.0,264
42,2023-05-04,200052,41156559,207.0,209.0,204.5,205.5,-1.5,292
43,2023-05-05,149241,30975075,206.5,208.5,206.0,207.5,2.0,233
44,2023-05-08,399720,83907753,212.0,213.5,205.5,209.0,1.5,426
45,2023-05-09,212264,44014173,208.0,210.5,204.5,204.5,-4.5,355
46,2023-05-10,259714,52557555,205.0,205.0,200.0,203.0,-1.5,437
47,2023-05-11,359685,71742458,205.0,205.0,197.0,197.0,-6.0,624
48,2023-05-12,396386,77618488,196.5,200.0,191.0,200.0,3.0,472
49,2023-05-15,348159,68086977,197.0,199.5,193.0,194.5,-5.5,466
50,2023-05-16,200783,39756495,198.5,199.0,196.5,198.5,4.0,324
51,2023-05-17,239247,48334724,200.0,203.5,199.0,202.5,4.0,319
52,2023-05-18,217191,44391994,205.5,205.5,202.5,204.0,1.5,275
53,2023-05-19,193538,39916595,207.5,208.0,205.0,205.0,1.0,259
54,2023-05-22,117675,24133681,205.0,206.5,204.0,205.5,0.5,171
55,2023-05-23,177659,36648170,207.0,208.0,204.5,205.5,0.0,217
56,2023-05-24,92429,18915562,205.5,206.5,203.0,204.5,-1.0,139
57,2023-05-25,287294,59919946,208.0,211.5,206.0,207.5,3.0,382
58,2023-05-26,207385,42591933,210.0,210.0,203.0,203.0,-4.5,368
59,2023-05-29,1011191,219616578,206.0,223.0,204.5,223.0,20.0,1230
60,2023-05-30,880863,194305319,223.0,225.0,217.5,221.0,-2.0,932
61,2023-05-31,1008887,229651887,221.0,232.0,219.5,226.5,5.5,1267
62,2023-06-01,277329,62187070,225.5,226.5,222.0,223.5,-3.0,1297
63,2023-06-02,444186,99978110,227.5,229.5,220.5,220.5,-3.0,1183
64,2023-06-05,708406,160663946,222.0,231.0,222.0,224.0,3.5,1502
65,2023-06-06,394517,86403643,226.0,226.0,216.5,217.0,-7.0,1459
66,2023-06-07,296923,65033069,219.0,221.5,215.5,220.0,3.0,343
67,2023-06-08,275648,59370871,221.0,221.0,212.5,213.5,-6.5,447
68,2023-06-09,237593,51462816,215.5,218.5,214.0,218.0,4.5,293
